,Time,Type,Zone1,Zone2,Zone3
0,1603,Tuna,71.0,-87.0,16.0
1,1603,Salmon,95.0,-157.0,62.0
2,1603,Clown,-573.0,510.0,63.0
0,1604,Tuna,71.0,-87.0,16.0
1,1604,Salmon,94.0,-155.0,61.0
2,1604,Clown,-576.0,513.0,63.0
0,1605,Tuna,71.0,-87.0,16.0
1,1605,Salmon,95.0,-155.0,60.0
2,1605,Clown,-576.0,513.0,63.0
0,1606,Tuna,70.0,-87.0,17.0
1,1606,Salmon,95.0,-155.0,60.0
2,1606,Clown,-576.0,510.0,66.0
0,1607,Tuna,70.0,-87.0,17.0
1,1607,Salmon,95.0,-155.0,60.0
2,1607,Clown,-576.0,510.0,66.0
0,1608,Tuna,70.0,-87.0,17.0
1,1608,Salmon,95.0,-155.0,60.0
2,1608,Clown,-579.0,513.0,66.0
0,1609,Tuna,71.0,-87.0,16.0
1,1609,Salmon,96.0,-156.0,60.0
2,1609,Clown,-579.0,510.0,69.0
0,1610,Tuna,71.0,-87.0,16.0
1,1610,Salmon,96.0,-156.0,60.0
2,1610,Clown,-579.0,510.0,69.0
0,1611,Tuna,72.0,-88.0,16.0
1,1611,Salmon,96.0,-156.0,60.0
2,1611,Clown,-582.0,516.0,66.0
0,1612,Tuna,73.0,-91.0,18.0
1,1612,Salmon,97.0,-158.0,61.0
2,1612,Clown,-582.0,513.0,69.0
0,1613,Tuna,72.0,-90.0,18.0
1,1613,Salmon,95.0,-156.0,61.0
2,1613,Clown,-582.0,513.0,69.0
0,1614,Tuna,72.0,-90.0,18.0
1,1614,Salmon,96.0,-157.0,61.0
2,1614,Clown,-582.0,513.0,69.0
0,1615,Tuna,72.0,-91.0,19.0
1,1615,Salmon,96.0,-158.0,62.0
2,1615,Clown,-582.0,513.0,69.0
0,1616,Tuna,72.0,-91.0,19.0
1,1616,Salmon,95.0,-158.0,63.0
2,1616,Clown,-588.0,519.0,69.0
0,1617,Tuna,73.0,-92.0,19.0
1,1617,Salmon,96.0,-158.0,62.0
2,1617,Clown,-591.0,522.0,69.0
0,1618,Tuna,73.0,-91.0,18.0
1,1618,Salmon,95.0,-158.0,63.0
2,1618,Clown,-591.0,522.0,69.0
0,1619,Tuna,74.0,-92.0,18.0
1,1619,Salmon,94.0,-158.0,64.0
2,1619,Clown,-591.0,522.0,69.0
0,1620,Tuna,75.0,-93.0,18.0
1,1620,Salmon,95.0,-159.0,64.0
2,1620,Clown,-591.0,522.0,69.0
0,1621,Tuna,74.0,-92.0,18.0
1,1621,Salmon,94.0,-158.0,64.0
2,1621,Clown,-594.0,525.0,69.0
0,1622,Tuna,75.0,-93.0,18.0
1,1622,Salmon,95.0,-159.0,64.0
2,1622,Clown,-594.0,525.0,69.0
0,1623,Tuna,76.0,-94.0,18.0
1,1623,Salmon,96.0,-160.0,64.0
2,1623,Clown,-597.0,528.0,69.0
0,1624,Tuna,76.0,-94.0,18.0
1,1624,Salmon,95.0,-159.0,64.0
2,1624,Clown,-597.0,528.0,69.0
0,1625,Tuna,76.0,-94.0,18.0
1,1625,Salmon,96.0,-160.0,64.0
2,1625,Clown,-597.0,528.0,69.0
0,1626,Tuna,76.0,-95.0,19.0
1,1626,Salmon,96.0,-160.0,64.0
2,1626,Clown,-597.0,528.0,69.0
0,1627,Tuna,77.0,-96.0,19.0
1,1627,Salmon,96.0,-160.0,64.0
2,1627,Clown,-597.0,528.0,69.0
0,1628,Tuna,77.0,-96.0,19.0
1,1628,Salmon,97.0,-161.0,64.0
2,1628,Clown,-597.0,528.0,69.0
0,1629,Tuna,78.0,-97.0,19.0
1,1629,Salmon,96.0,-160.0,64.0
2,1629,Clown,-597.0,525.0,72.0
0,1630,Tuna,78.0,-97.0,19.0
1,1630,Salmon,96.0,-159.0,63.0
2,1630,Clown,-597.0,525.0,72.0
0,1631,Tuna,80.0,-99.0,19.0
1,1631,Salmon,97.0,-160.0,63.0
2,1631,Clown,-600.0,528.0,72.0
0,1632,Tuna,80.0,-99.0,19.0
1,1632,Salmon,97.0,-160.0,63.0
2,1632,Clown,-603.0,531.0,72.0
0,1633,Tuna,80.0,-99.0,19.0
1,1633,Salmon,98.0,-161.0,63.0
2,1633,Clown,-600.0,531.0,69.0
0,1634,Tuna,82.0,-101.0,19.0
1,1634,Salmon,97.0,-160.0,63.0
2,1634,Clown,-600.0,531.0,69.0
0,1635,Tuna,82.0,-101.0,19.0
1,1635,Salmon,97.0,-160.0,63.0
2,1635,Clown,-600.0,531.0,69.0
0,1636,Tuna,81.0,-100.0,19.0
1,1636,Salmon,95.0,-157.0,62.0
2,1636,Clown,-600.0,531.0,69.0
0,1637,Tuna,81.0,-100.0,19.0
1,1637,Salmon,95.0,-157.0,62.0
2,1637,Clown,-603.0,537.0,66.0
0,1638,Tuna,82.0,-101.0,19.0
1,1638,Salmon,95.0,-158.0,63.0
2,1638,Clown,-600.0,534.0,66.0
0,1639,Tuna,82.0,-101.0,19.0
1,1639,Salmon,95.0,-157.0,62.0
2,1639,Clown,-603.0,537.0,66.0
0,1640,Tuna,82.0,-101.0,19.0
1,1640,Salmon,95.0,-157.0,62.0
2,1640,Clown,-603.0,537.0,66.0
0,1641,Tuna,83.0,-102.0,19.0
1,1641,Salmon,95.0,-157.0,62.0
2,1641,Clown,-603.0,537.0,66.0
0,1642,Tuna,84.0,-103.0,19.0
1,1642,Salmon,96.0,-158.0,62.0
2,1642,Clown,-603.0,537.0,66.0
0,1643,Tuna,84.0,-103.0,19.0
1,1643,Salmon,97.0,-159.0,62.0
2,1643,Clown,-603.0,540.0,63.0
0,1644,Tuna,83.0,-102.0,19.0
1,1644,Salmon,97.0,-159.0,62.0
2,1644,Clown,-600.0,534.0,66.0
0,1645,Tuna,83.0,-102.0,19.0
1,1645,Salmon,98.0,-159.0,61.0
2,1645,Clown,-600.0,534.0,66.0
0,1646,Tuna,83.0,-102.0,19.0
1,1646,Salmon,98.0,-158.0,60.0
2,1646,Clown,-603.0,540.0,63.0
0,1647,Tuna,83.0,-103.0,20.0
1,1647,Salmon,97.0,-155.0,58.0
2,1647,Clown,-603.0,540.0,63.0
0,1648,Tuna,83.0,-103.0,20.0
1,1648,Salmon,98.0,-155.0,57.0
2,1648,Clown,-603.0,540.0,63.0
0,1649,Tuna,83.0,-103.0,20.0
1,1649,Salmon,98.0,-155.0,57.0
2,1649,Clown,-600.0,537.0,63.0
0,1650,Tuna,83.0,-104.0,21.0
1,1650,Salmon,99.0,-157.0,58.0
2,1650,Clown,-603.0,540.0,63.0
0,1651,Tuna,85.0,-106.0,21.0
1,1651,Salmon,98.0,-155.0,57.0
2,1651,Clown,-600.0,537.0,63.0
0,1652,Tuna,85.0,-106.0,21.0
1,1652,Salmon,99.0,-155.0,56.0
2,1652,Clown,-600.0,534.0,66.0
0,1653,Tuna,85.0,-106.0,21.0
1,1653,Salmon,99.0,-155.0,56.0
2,1653,Clown,-600.0,534.0,66.0
0,1654,Tuna,85.0,-106.0,21.0
1,1654,Salmon,99.0,-155.0,56.0
2,1654,Clown,-600.0,534.0,66.0
0,1655,Tuna,85.0,-106.0,21.0
1,1655,Salmon,101.0,-157.0,56.0
2,1655,Clown,-600.0,531.0,69.0
0,1656,Tuna,86.0,-107.0,21.0
1,1656,Salmon,101.0,-158.0,57.0
2,1656,Clown,-600.0,531.0,69.0
0,1657,Tuna,87.0,-109.0,22.0
1,1657,Salmon,102.0,-158.0,56.0
2,1657,Clown,-600.0,531.0,69.0
0,1658,Tuna,87.0,-109.0,22.0
1,1658,Salmon,103.0,-159.0,56.0
2,1658,Clown,-600.0,525.0,75.0
0,1659,Tuna,87.0,-109.0,22.0
1,1659,Salmon,103.0,-160.0,57.0
2,1659,Clown,-600.0,522.0,78.0
0,1660,Tuna,87.0,-109.0,22.0
1,1660,Salmon,102.0,-159.0,57.0
2,1660,Clown,-603.0,525.0,78.0
0,1661,Tuna,89.0,-111.0,22.0
1,1661,Salmon,104.0,-161.0,57.0
2,1661,Clown,-603.0,525.0,78.0
0,1662,Tuna,89.0,-111.0,22.0
1,1662,Salmon,104.0,-161.0,57.0
2,1662,Clown,-603.0,525.0,78.0
0,1663,Tuna,88.0,-110.0,22.0
1,1663,Salmon,105.0,-161.0,56.0
2,1663,Clown,-603.0,522.0,81.0
0,1664,Tuna,88.0,-110.0,22.0
1,1664,Salmon,105.0,-161.0,56.0
2,1664,Clown,-603.0,525.0,78.0
0,1665,Tuna,87.0,-108.0,21.0
1,1665,Salmon,105.0,-160.0,55.0
2,1665,Clown,-603.0,525.0,78.0
0,1666,Tuna,87.0,-108.0,21.0
1,1666,Salmon,105.0,-160.0,55.0
2,1666,Clown,-603.0,528.0,75.0
0,1667,Tuna,87.0,-108.0,21.0
1,1667,Salmon,106.0,-160.0,54.0
2,1667,Clown,-606.0,528.0,78.0
0,1668,Tuna,86.0,-107.0,21.0
1,1668,Salmon,107.0,-161.0,54.0
2,1668,Clown,-606.0,528.0,78.0
0,1669,Tuna,86.0,-107.0,21.0
1,1669,Salmon,108.0,-162.0,54.0
2,1669,Clown,-606.0,528.0,78.0
0,1670,Tuna,86.0,-107.0,21.0
1,1670,Salmon,108.0,-160.0,52.0
2,1670,Clown,-609.0,531.0,78.0
0,1671,Tuna,86.0,-107.0,21.0
1,1671,Salmon,107.0,-160.0,53.0
2,1671,Clown,-609.0,531.0,78.0
0,1672,Tuna,86.0,-107.0,21.0
1,1672,Salmon,107.0,-161.0,54.0
2,1672,Clown,-606.0,528.0,78.0
0,1673,Tuna,86.0,-107.0,21.0
1,1673,Salmon,108.0,-162.0,54.0
2,1673,Clown,-609.0,528.0,81.0
0,1674,Tuna,86.0,-106.0,20.0
1,1674,Salmon,108.0,-162.0,54.0
2,1674,Clown,-612.0,528.0,84.0
0,1675,Tuna,86.0,-106.0,20.0
1,1675,Salmon,107.0,-161.0,54.0
2,1675,Clown,-612.0,528.0,84.0
0,1676,Tuna,87.0,-107.0,20.0
1,1676,Salmon,108.0,-162.0,54.0
2,1676,Clown,-612.0,525.0,87.0
0,1677,Tuna,87.0,-107.0,20.0
1,1677,Salmon,109.0,-164.0,55.0
2,1677,Clown,-609.0,519.0,90.0
0,1678,Tuna,87.0,-108.0,21.0
1,1678,Salmon,109.0,-163.0,54.0
2,1678,Clown,-609.0,519.0,90.0
0,1679,Tuna,88.0,-109.0,21.0
1,1679,Salmon,109.0,-163.0,54.0
2,1679,Clown,-609.0,519.0,90.0
0,1680,Tuna,87.0,-108.0,21.0
1,1680,Salmon,110.0,-164.0,54.0
2,1680,Clown,-612.0,522.0,90.0
0,1681,Tuna,87.0,-108.0,21.0
1,1681,Salmon,111.0,-165.0,54.0
2,1681,Clown,-612.0,522.0,90.0
0,1682,Tuna,88.0,-109.0,21.0
1,1682,Salmon,112.0,-165.0,53.0
2,1682,Clown,-612.0,525.0,87.0
0,1683,Tuna,88.0,-109.0,21.0
1,1683,Salmon,112.0,-165.0,53.0
2,1683,Clown,-618.0,531.0,87.0
0,1684,Tuna,88.0,-109.0,21.0
1,1684,Salmon,112.0,-165.0,53.0
2,1684,Clown,-618.0,531.0,87.0
0,1685,Tuna,88.0,-109.0,21.0
1,1685,Salmon,111.0,-163.0,52.0
2,1685,Clown,-621.0,534.0,87.0
0,1686,Tuna,89.0,-110.0,21.0
1,1686,Salmon,111.0,-163.0,52.0
2,1686,Clown,-621.0,534.0,87.0
0,1687,Tuna,89.0,-110.0,21.0
1,1687,Salmon,113.0,-165.0,52.0
2,1687,Clown,-621.0,534.0,87.0
0,1688,Tuna,89.0,-110.0,21.0
1,1688,Salmon,113.0,-165.0,52.0
2,1688,Clown,-621.0,534.0,87.0
0,1689,Tuna,91.0,-112.0,21.0
1,1689,Salmon,114.0,-166.0,52.0
2,1689,Clown,-627.0,540.0,87.0
0,1690,Tuna,92.0,-114.0,22.0
1,1690,Salmon,114.0,-166.0,52.0
2,1690,Clown,-627.0,540.0,87.0
0,1691,Tuna,92.0,-114.0,22.0
1,1691,Salmon,114.0,-166.0,52.0
2,1691,Clown,-627.0,540.0,87.0
0,1692,Tuna,92.0,-114.0,22.0
1,1692,Salmon,114.0,-165.0,51.0
2,1692,Clown,-630.0,543.0,87.0
0,1693,Tuna,92.0,-114.0,22.0
1,1693,Salmon,114.0,-166.0,52.0
2,1693,Clown,-633.0,546.0,87.0
0,1694,Tuna,92.0,-114.0,22.0
1,1694,Salmon,114.0,-167.0,53.0
2,1694,Clown,-633.0,549.0,84.0
0,1695,Tuna,94.0,-116.0,22.0
1,1695,Salmon,114.0,-167.0,53.0
2,1695,Clown,-636.0,552.0,84.0
0,1696,Tuna,95.0,-117.0,22.0
1,1696,Salmon,114.0,-167.0,53.0
2,1696,Clown,-636.0,552.0,84.0
0,1697,Tuna,95.0,-118.0,23.0
1,1697,Salmon,114.0,-167.0,53.0
2,1697,Clown,-639.0,555.0,84.0
0,1698,Tuna,95.0,-118.0,23.0
1,1698,Salmon,116.0,-168.0,52.0
2,1698,Clown,-642.0,558.0,84.0
0,1699,Tuna,94.0,-117.0,23.0
1,1699,Salmon,116.0,-168.0,52.0
2,1699,Clown,-642.0,558.0,84.0
0,1700,Tuna,94.0,-117.0,23.0
1,1700,Salmon,116.0,-167.0,51.0
2,1700,Clown,-642.0,555.0,87.0
0,1701,Tuna,94.0,-117.0,23.0
1,1701,Salmon,116.0,-167.0,51.0
2,1701,Clown,-642.0,558.0,84.0
0,1702,Tuna,94.0,-117.0,23.0
1,1702,Salmon,116.0,-167.0,51.0
2,1702,Clown,-639.0,555.0,84.0
0,1703,Tuna,94.0,-117.0,23.0
1,1703,Salmon,116.0,-166.0,50.0
2,1703,Clown,-636.0,552.0,84.0
0,1704,Tuna,95.0,-118.0,23.0
1,1704,Salmon,116.0,-165.0,49.0
2,1704,Clown,-636.0,552.0,84.0
0,1705,Tuna,95.0,-118.0,23.0
1,1705,Salmon,116.0,-164.0,48.0
2,1705,Clown,-639.0,552.0,87.0
0,1706,Tuna,95.0,-118.0,23.0
1,1706,Salmon,117.0,-164.0,47.0
2,1706,Clown,-639.0,552.0,87.0
0,1707,Tuna,95.0,-118.0,23.0
1,1707,Salmon,117.0,-164.0,47.0
2,1707,Clown,-639.0,552.0,87.0
0,1708,Tuna,95.0,-118.0,23.0
1,1708,Salmon,118.0,-165.0,47.0
2,1708,Clown,-636.0,549.0,87.0
0,1709,Tuna,95.0,-118.0,23.0
1,1709,Salmon,118.0,-165.0,47.0
2,1709,Clown,-639.0,552.0,87.0
0,1710,Tuna,96.0,-119.0,23.0
1,1710,Salmon,117.0,-163.0,46.0
2,1710,Clown,-639.0,552.0,87.0
0,1711,Tuna,97.0,-120.0,23.0
1,1711,Salmon,117.0,-163.0,46.0
2,1711,Clown,-636.0,549.0,87.0
0,1712,Tuna,97.0,-120.0,23.0
1,1712,Salmon,116.0,-162.0,46.0
2,1712,Clown,-636.0,552.0,84.0
0,1713,Tuna,97.0,-121.0,24.0
1,1713,Salmon,116.0,-163.0,47.0
2,1713,Clown,-636.0,552.0,84.0
0,1714,Tuna,97.0,-121.0,24.0
1,1714,Salmon,116.0,-164.0,48.0
2,1714,Clown,-642.0,558.0,84.0
0,1715,Tuna,98.0,-122.0,24.0
1,1715,Salmon,116.0,-165.0,49.0
2,1715,Clown,-642.0,558.0,84.0
0,1716,Tuna,99.0,-123.0,24.0
1,1716,Salmon,116.0,-165.0,49.0
2,1716,Clown,-645.0,561.0,84.0
0,1717,Tuna,100.0,-123.0,23.0
1,1717,Salmon,116.0,-164.0,48.0
2,1717,Clown,-648.0,564.0,84.0
0,1718,Tuna,100.0,-123.0,23.0
1,1718,Salmon,116.0,-164.0,48.0
2,1718,Clown,-651.0,567.0,84.0
0,1719,Tuna,100.0,-123.0,23.0
1,1719,Salmon,116.0,-164.0,48.0
2,1719,Clown,-651.0,567.0,84.0
0,1720,Tuna,101.0,-124.0,23.0
1,1720,Salmon,116.0,-164.0,48.0
2,1720,Clown,-651.0,567.0,84.0
0,1721,Tuna,101.0,-125.0,24.0
1,1721,Salmon,116.0,-164.0,48.0
2,1721,Clown,-651.0,567.0,84.0
0,1722,Tuna,101.0,-125.0,24.0
1,1722,Salmon,118.0,-166.0,48.0
2,1722,Clown,-648.0,561.0,87.0
0,1723,Tuna,101.0,-125.0,24.0
1,1723,Salmon,118.0,-166.0,48.0
2,1723,Clown,-648.0,561.0,87.0
0,1724,Tuna,102.0,-126.0,24.0
1,1724,Salmon,119.0,-167.0,48.0
2,1724,Clown,-648.0,561.0,87.0
0,1725,Tuna,102.0,-126.0,24.0
1,1725,Salmon,120.0,-168.0,48.0
2,1725,Clown,-648.0,561.0,87.0
0,1726,Tuna,102.0,-126.0,24.0
1,1726,Salmon,122.0,-170.0,48.0
2,1726,Clown,-648.0,561.0,87.0
0,1727,Tuna,102.0,-126.0,24.0
1,1727,Salmon,122.0,-170.0,48.0
2,1727,Clown,-651.0,564.0,87.0
0,1728,Tuna,101.0,-126.0,25.0
1,1728,Salmon,121.0,-169.0,48.0
2,1728,Clown,-651.0,564.0,87.0
0,1729,Tuna,101.0,-127.0,26.0
1,1729,Salmon,121.0,-169.0,48.0
2,1729,Clown,-648.0,558.0,90.0
0,1730,Tuna,100.0,-127.0,27.0
1,1730,Salmon,122.0,-172.0,50.0
2,1730,Clown,-648.0,558.0,90.0
0,1731,Tuna,101.0,-128.0,27.0
1,1731,Salmon,122.0,-171.0,49.0
2,1731,Clown,-651.0,561.0,90.0
0,1732,Tuna,101.0,-128.0,27.0
1,1732,Salmon,123.0,-172.0,49.0
2,1732,Clown,-648.0,558.0,90.0
0,1733,Tuna,101.0,-128.0,27.0
1,1733,Salmon,125.0,-174.0,49.0
2,1733,Clown,-648.0,558.0,90.0
0,1734,Tuna,101.0,-128.0,27.0
1,1734,Salmon,122.0,-171.0,49.0
2,1734,Clown,-648.0,558.0,90.0
0,1735,Tuna,101.0,-128.0,27.0
1,1735,Salmon,122.0,-171.0,49.0
2,1735,Clown,-648.0,555.0,93.0
0,1736,Tuna,101.0,-129.0,28.0
1,1736,Salmon,123.0,-172.0,49.0
2,1736,Clown,-648.0,555.0,93.0
0,1737,Tuna,101.0,-129.0,28.0
1,1737,Salmon,122.0,-171.0,49.0
2,1737,Clown,-648.0,555.0,93.0
0,1738,Tuna,101.0,-129.0,28.0
1,1738,Salmon,123.0,-172.0,49.0
2,1738,Clown,-651.0,558.0,93.0
0,1739,Tuna,102.0,-130.0,28.0
1,1739,Salmon,124.0,-172.0,48.0
2,1739,Clown,-651.0,558.0,93.0
0,1740,Tuna,102.0,-130.0,28.0
1,1740,Salmon,126.0,-175.0,49.0
2,1740,Clown,-660.0,567.0,93.0
0,1741,Tuna,102.0,-130.0,28.0
1,1741,Salmon,126.0,-176.0,50.0
2,1741,Clown,-663.0,570.0,93.0
0,1742,Tuna,102.0,-130.0,28.0
1,1742,Salmon,126.0,-176.0,50.0
2,1742,Clown,-663.0,570.0,93.0
0,1743,Tuna,102.0,-131.0,29.0
1,1743,Salmon,127.0,-176.0,49.0
2,1743,Clown,-663.0,570.0,93.0
0,1744,Tuna,102.0,-130.0,28.0
1,1744,Salmon,129.0,-178.0,49.0
2,1744,Clown,-666.0,576.0,90.0
0,1745,Tuna,102.0,-130.0,28.0
1,1745,Salmon,129.0,-178.0,49.0
2,1745,Clown,-666.0,576.0,90.0
0,1746,Tuna,102.0,-130.0,28.0
1,1746,Salmon,128.0,-176.0,48.0
2,1746,Clown,-663.0,573.0,90.0
0,1747,Tuna,102.0,-130.0,28.0
1,1747,Salmon,129.0,-177.0,48.0
2,1747,Clown,-663.0,573.0,90.0
0,1748,Tuna,101.0,-129.0,28.0
1,1748,Salmon,129.0,-177.0,48.0
2,1748,Clown,-666.0,576.0,90.0
0,1749,Tuna,101.0,-129.0,28.0
1,1749,Salmon,129.0,-177.0,48.0
2,1749,Clown,-666.0,573.0,93.0
0,1750,Tuna,101.0,-128.0,27.0
1,1750,Salmon,129.0,-175.0,46.0
2,1750,Clown,-669.0,576.0,93.0
0,1751,Tuna,101.0,-128.0,27.0
1,1751,Salmon,129.0,-175.0,46.0
2,1751,Clown,-669.0,576.0,93.0
0,1752,Tuna,102.0,-129.0,27.0
1,1752,Salmon,130.0,-177.0,47.0
2,1752,Clown,-669.0,576.0,93.0
0,1753,Tuna,102.0,-129.0,27.0
1,1753,Salmon,129.0,-176.0,47.0
2,1753,Clown,-672.0,576.0,96.0
0,1754,Tuna,102.0,-128.0,26.0
1,1754,Salmon,128.0,-174.0,46.0
2,1754,Clown,-672.0,576.0,96.0
0,1755,Tuna,102.0,-128.0,26.0
1,1755,Salmon,128.0,-174.0,46.0
2,1755,Clown,-672.0,576.0,96.0
0,1756,Tuna,102.0,-128.0,26.0
1,1756,Salmon,128.0,-175.0,47.0
2,1756,Clown,-675.0,579.0,96.0
0,1757,Tuna,102.0,-128.0,26.0
1,1757,Salmon,127.0,-174.0,47.0
2,1757,Clown,-675.0,579.0,96.0
0,1758,Tuna,101.0,-126.0,25.0
1,1758,Salmon,127.0,-174.0,47.0
2,1758,Clown,-675.0,579.0,96.0
0,1759,Tuna,101.0,-126.0,25.0
1,1759,Salmon,127.0,-174.0,47.0
2,1759,Clown,-675.0,579.0,96.0
0,1760,Tuna,102.0,-127.0,25.0
1,1760,Salmon,127.0,-174.0,47.0
2,1760,Clown,-675.0,579.0,96.0
0,1761,Tuna,104.0,-130.0,26.0
1,1761,Salmon,128.0,-176.0,48.0
2,1761,Clown,-675.0,579.0,96.0
0,1762,Tuna,104.0,-130.0,26.0
1,1762,Salmon,127.0,-173.0,46.0
2,1762,Clown,-675.0,579.0,96.0
0,1763,Tuna,104.0,-130.0,26.0
1,1763,Salmon,126.0,-172.0,46.0
2,1763,Clown,-678.0,582.0,96.0
0,1764,Tuna,104.0,-130.0,26.0
1,1764,Salmon,127.0,-173.0,46.0
2,1764,Clown,-681.0,582.0,99.0
0,1765,Tuna,104.0,-129.0,25.0
1,1765,Salmon,127.0,-173.0,46.0
2,1765,Clown,-684.0,585.0,99.0
0,1766,Tuna,104.0,-129.0,25.0
1,1766,Salmon,128.0,-176.0,48.0
2,1766,Clown,-684.0,585.0,99.0
0,1767,Tuna,105.0,-130.0,25.0
1,1767,Salmon,128.0,-175.0,47.0
2,1767,Clown,-684.0,585.0,99.0
0,1768,Tuna,105.0,-130.0,25.0
1,1768,Salmon,126.0,-174.0,48.0
2,1768,Clown,-684.0,585.0,99.0
0,1769,Tuna,105.0,-130.0,25.0
1,1769,Salmon,126.0,-174.0,48.0
2,1769,Clown,-684.0,585.0,99.0
0,1770,Tuna,105.0,-130.0,25.0
1,1770,Salmon,126.0,-175.0,49.0
2,1770,Clown,-684.0,582.0,102.0
0,1771,Tuna,105.0,-130.0,25.0
1,1771,Salmon,126.0,-175.0,49.0
2,1771,Clown,-684.0,582.0,102.0
0,1772,Tuna,105.0,-130.0,25.0
1,1772,Salmon,126.0,-174.0,48.0
2,1772,Clown,-687.0,585.0,102.0
0,1773,Tuna,105.0,-130.0,25.0
1,1773,Salmon,126.0,-174.0,48.0
2,1773,Clown,-687.0,585.0,102.0
0,1774,Tuna,105.0,-129.0,24.0
1,1774,Salmon,126.0,-176.0,50.0
2,1774,Clown,-687.0,585.0,102.0
0,1775,Tuna,105.0,-129.0,24.0
1,1775,Salmon,126.0,-176.0,50.0
2,1775,Clown,-690.0,588.0,102.0
0,1776,Tuna,105.0,-129.0,24.0
1,1776,Salmon,125.0,-176.0,51.0
2,1776,Clown,-690.0,588.0,102.0
0,1777,Tuna,105.0,-129.0,24.0
1,1777,Salmon,125.0,-176.0,51.0
2,1777,Clown,-687.0,585.0,102.0
0,1778,Tuna,105.0,-128.0,23.0
1,1778,Salmon,125.0,-176.0,51.0
2,1778,Clown,-690.0,588.0,102.0
0,1779,Tuna,106.0,-129.0,23.0
1,1779,Salmon,124.0,-174.0,50.0
2,1779,Clown,-690.0,588.0,102.0
0,1780,Tuna,107.0,-130.0,23.0
1,1780,Salmon,124.0,-173.0,49.0
2,1780,Clown,-690.0,588.0,102.0
0,1781,Tuna,107.0,-129.0,22.0
1,1781,Salmon,124.0,-174.0,50.0
2,1781,Clown,-687.0,585.0,102.0
0,1782,Tuna,107.0,-129.0,22.0
1,1782,Salmon,125.0,-174.0,49.0
2,1782,Clown,-690.0,588.0,102.0
0,1783,Tuna,107.0,-129.0,22.0
1,1783,Salmon,125.0,-174.0,49.0
2,1783,Clown,-690.0,588.0,102.0
0,1784,Tuna,108.0,-130.0,22.0
1,1784,Salmon,125.0,-174.0,49.0
2,1784,Clown,-690.0,588.0,102.0
0,1785,Tuna,108.0,-130.0,22.0
1,1785,Salmon,123.0,-172.0,49.0
2,1785,Clown,-693.0,591.0,102.0
0,1786,Tuna,109.0,-132.0,23.0
1,1786,Salmon,123.0,-173.0,50.0
2,1786,Clown,-693.0,591.0,102.0
0,1787,Tuna,109.0,-132.0,23.0
1,1787,Salmon,122.0,-172.0,50.0
2,1787,Clown,-693.0,591.0,102.0
0,1788,Tuna,110.0,-133.0,23.0
1,1788,Salmon,123.0,-172.0,49.0
2,1788,Clown,-693.0,585.0,108.0
0,1789,Tuna,110.0,-132.0,22.0
1,1789,Salmon,123.0,-172.0,49.0
2,1789,Clown,-693.0,585.0,108.0
0,1790,Tuna,111.0,-132.0,21.0
1,1790,Salmon,123.0,-171.0,48.0
2,1790,Clown,-696.0,585.0,111.0
0,1791,Tuna,111.0,-132.0,21.0
1,1791,Salmon,123.0,-172.0,49.0
2,1791,Clown,-696.0,588.0,108.0
0,1792,Tuna,111.0,-132.0,21.0
1,1792,Salmon,123.0,-172.0,49.0
2,1792,Clown,-696.0,588.0,108.0
0,1793,Tuna,111.0,-133.0,22.0
1,1793,Salmon,124.0,-172.0,48.0
2,1793,Clown,-696.0,588.0,108.0
0,1794,Tuna,111.0,-133.0,22.0
1,1794,Salmon,123.0,-170.0,47.0
2,1794,Clown,-696.0,588.0,108.0
0,1795,Tuna,111.0,-133.0,22.0
1,1795,Salmon,123.0,-170.0,47.0
2,1795,Clown,-696.0,585.0,111.0
0,1796,Tuna,111.0,-133.0,22.0
1,1796,Salmon,123.0,-169.0,46.0
2,1796,Clown,-696.0,585.0,111.0
0,1797,Tuna,111.0,-133.0,22.0
1,1797,Salmon,124.0,-169.0,45.0
2,1797,Clown,-705.0,591.0,114.0
0,1798,Tuna,111.0,-133.0,22.0
1,1798,Salmon,122.0,-167.0,45.0
2,1798,Clown,-705.0,591.0,114.0
0,1799,Tuna,111.0,-133.0,22.0
1,1799,Salmon,122.0,-167.0,45.0
2,1799,Clown,-705.0,591.0,114.0
0,1800,Tuna,112.0,-133.0,21.0
1,1800,Salmon,122.0,-167.0,45.0
2,1800,Clown,-705.0,591.0,114.0
0,1801,Tuna,113.0,-133.0,20.0
1,1801,Salmon,121.0,-166.0,45.0
2,1801,Clown,-705.0,591.0,114.0
0,1802,Tuna,113.0,-133.0,20.0
1,1802,Salmon,119.0,-164.0,45.0
2,1802,Clown,-705.0,591.0,114.0
0,1803,Tuna,113.0,-133.0,20.0
1,1803,Salmon,117.0,-160.0,43.0
2,1803,Clown,-708.0,594.0,114.0
0,1804,Tuna,113.0,-133.0,20.0
1,1804,Salmon,119.0,-162.0,43.0
2,1804,Clown,-708.0,594.0,114.0
0,1805,Tuna,112.0,-132.0,20.0
1,1805,Salmon,120.0,-164.0,44.0
2,1805,Clown,-708.0,594.0,114.0
0,1806,Tuna,112.0,-133.0,21.0
1,1806,Salmon,119.0,-162.0,43.0
2,1806,Clown,-711.0,597.0,114.0
0,1807,Tuna,113.0,-134.0,21.0
1,1807,Salmon,120.0,-163.0,43.0
2,1807,Clown,-711.0,597.0,114.0
0,1808,Tuna,114.0,-135.0,21.0
